E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/714484c4.jpg,7,36,1031,381,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/fce89b48.jpg,30,21,1000,247,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/67d226df.jpg,73,128,986,459,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/b315fcbb.jpg,50,137,989,534,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/78eb1f86.jpg,4,126,1042,404,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/40172c0d.jpg,15,7,1035,273,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/341a745e.jpg,79,97,536,266,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/040d8913.jpg,13,15,1013,160,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/e5063215.jpg,6,15,1037,392,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/5705158b.jpg,12,27,685,287,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/e49623cd.jpg,11,7,1039,246,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/040c1cd4.jpg,7,10,1047,539,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/dcebe2cc.jpg,9,258,1032,537,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/a07137eb.jpg,2,21,675,397,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/06bdc5d1.jpg,50,64,966,357,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/06395c21.jpg,41,172,946,419,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/3c9e014a.jpg,8,14,1044,332,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/dd6ed8bb.jpg,14,143,1044,468,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/c8c79ef8.jpg,9,27,1040,290,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/2c4b238b.jpg,81,83,978,581,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/7e058251.jpg,81,108,956,517,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/b1485028.jpg,27,31,1035,272,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/db825cbb.jpg,14,15,594,318,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/0504d072.jpg,94,17,965,505,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/5f17a866.jpg,27,46,968,497,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/a95dc9be.jpg,13,12,693,196,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/0365b421.jpg,28,189,1023,422,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/3d529924.jpg,12,10,1047,443,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/b36e4765.jpg,5,9,939,361,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/aa7da60b.jpg,50,36,872,470,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/035ab2b4.jpg,8,13,1040,287,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/25c45056.jpg,15,24,720,295,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/fcb09150.jpg,53,66,986,414,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/71053f5a.jpg,1,2,1032,292,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/8baaa687.jpg,108,141,968,452,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/5dd10bac.jpg,4,11,1044,428,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/0f257eb1.jpg,123,12,689,327,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/04c5ec77.jpg,107,92,1018,375,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/44d5c23c.jpg,252,215,825,437,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/ce6abadc.jpg,442,93,976,308,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/03034d4c.jpg,329,284,727,389,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/28abc90f.jpg,35,19,1029,410,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/4330d0fb.jpg,19,51,1019,387,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/7bf542aa.jpg,198,201,877,405,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/a41bc5fa.jpg,22,216,604,411,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/e57c204a.jpg,94,166,936,396,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/04b3714e.jpg,15,17,1041,362,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/4edb558e.jpg,44,59,994,326,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/0444f67e.jpg,104,143,956,439,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/06c0c5b6.jpg,22,92,1027,397,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/06f3adae.jpg,7,121,1040,474,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/1b36d7bb.jpg,15,20,425,156,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/0595cef3.jpg,130,140,901,456,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/074ceb3f.jpg,0,104,1025,429,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/19535e72.jpg,363,337,690,452,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/bb9510a5.jpg,39,48,984,234,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/43d8b239.jpg,9,6,907,265,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/65322a65.jpg,154,166,935,366,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/54aeef4a.jpg,160,151,721,459,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/81472e68.jpg,392,9,644,342,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/7f670070.jpg,12,79,759,345,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/54ed8a83.jpg,6,4,1048,408,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/542468a4.jpg,78,29,976,585,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/943797a6.jpg,100,13,1004,440,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/1451c226.jpg,8,4,1038,449,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/6e8a2e30.jpg,20,26,1026,321,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/c56c7109.jpg,267,170,779,604,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/46d882ea.jpg,5,5,1037,180,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/ff8b2ad0.jpg,11,21,1027,269,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/61e2f950.jpg,37,82,1007,502,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/ce4c721f.jpg,242,216,849,373,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/87cb279c.jpg,1,5,1043,262,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/2c367983.jpg,66,147,965,436,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/1170d81c.jpg,22,19,1040,346,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/ae23c188.jpg,82,146,941,512,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/cfb80d51.jpg,59,132,911,416,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/3dc50b96.jpg,20,77,1033,291,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/7b2ab7f3.jpg,19,13,423,153,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/f999659f.jpg,20,11,1041,188,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/d5148b87.jpg,32,89,1019,603,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/b5a62ba9.jpg,34,100,872,389,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/daaf34f5.jpg,9,10,1039,388,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/6c9e6557.jpg,30,215,929,344,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/32ed5989.jpg,4,93,692,338,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/b8016a88.jpg,94,187,903,479,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/4c6a0c6f.jpg,125,128,1023,481,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/07b8b278.jpg,25,14,1026,179,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/db276301.jpg,172,265,901,384,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/06709a5b.jpg,13,19,1036,223,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/738f3370.jpg,51,68,998,315,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/f01d4fa9.jpg,23,121,1029,404,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/8f5d9989.jpg,34,154,966,519,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/cc41db80.jpg,196,146,806,386,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/1ffa9a00.jpg,249,181,674,423,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/d289e8ab.jpg,52,125,837,270,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/f1d0466d.jpg,61,102,960,280,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/0101d22b.jpg,95,62,881,501,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/00467ae9.jpg,90,117,929,457,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/00ab018e.jpg,6,11,1040,320,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/028d2ff2.jpg,63,200,981,457,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/fa2f0694.jpg,16,25,405,167,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/d209b473.jpg,180,186,880,426,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/1d266775.jpg,111,98,951,483,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/0525ae51.jpg,1,13,1049,440,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/7b4f1867.jpg,7,13,706,256,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/0e13c663.jpg,138,187,880,455,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/05510761.jpg,3,5,956,201,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/cbe54f65.jpg,80,214,985,429,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/13dc9229.jpg,17,13,1038,410,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/ae3108b5.jpg,67,193,988,412,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/5dace753.jpg,30,100,1025,522,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/d56b6f59.jpg,59,185,1005,484,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/ffbca206.jpg,2,12,1038,381,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/4d4c7e98.jpg,18,17,1035,136,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/b978e12f.jpg,183,219,498,410,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/0344cc34.jpg,11,12,1041,434,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/a95f53fd.jpg,30,15,1036,208,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/063acadc.jpg,28,17,863,305,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/ac52bde7.jpg,237,152,805,390,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/bbabb460.jpg,10,12,1045,325,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/613cbac6.jpg,106,54,1018,479,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/7e713402.jpg,16,145,1033,421,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/f9f96d8a.jpg,3,17,1033,366,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/819a871a.jpg,20,32,1034,388,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/020028b2.jpg,127,400,603,537,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/66e6d2c3.jpg,16,155,1036,427,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/d52c4624.jpg,19,7,1038,327,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/493c09d4.jpg,20,45,804,199,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/dc0c4961.jpg,10,13,1042,426,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/61082626.jpg,23,7,1028,337,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/e7f4bca9.jpg,6,18,943,166,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/82ca05c1.jpg,75,147,1021,340,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/a219ec7d.jpg,4,132,1042,413,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/4e0a7ca4.jpg,80,167,960,394,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/c975ebd0.jpg,38,170,1001,405,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/a1513532.jpg,12,33,931,366,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/9cc2c8fb.jpg,17,27,929,345,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/901ba08a.jpg,24,143,990,358,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/ac79a629.jpg,17,15,1042,334,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/0512b13b.jpg,16,19,1043,392,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/52635bba.jpg,14,27,678,302,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/56b7d8a9.jpg,77,15,837,458,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/b83067fb.jpg,3,7,1046,270,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/81bd5469.jpg,40,57,986,551,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/554079ec.jpg,4,3,1046,290,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/e13d0f5e.jpg,116,203,828,413,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/04d69405.jpg,10,55,669,279,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/b27e9470.jpg,29,157,958,355,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/c2a9c17a.jpg,161,363,948,603,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/b70852c2.jpg,10,57,1022,314,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/01228da4.jpg,2,6,1042,304,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/0d01adda.jpg,120,59,478,254,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/c0b7f3ab.jpg,15,16,1031,408,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/49b0f623.jpg,73,38,968,259,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/21db85f5.jpg,8,8,1037,312,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/1b643059.jpg,46,83,667,288,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/a85dc2ca.jpg,55,176,1001,469,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/37dcc431.jpg,35,120,1016,458,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/aefb138a.jpg,64,50,583,204,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/e72c65d7.jpg,3,119,1022,449,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/94d1deed.jpg,152,189,842,395,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/4000acd1.jpg,58,143,1012,463,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/107a4c8c.jpg,5,2,1047,230,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/ec5ed523.jpg,8,9,1038,314,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/ca426c3a.jpg,132,167,927,423,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/417fa931.jpg,2,13,1034,357,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/979aaa2d.jpg,27,63,1043,372,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/0b255c73.jpg,50,72,1020,400,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/5871e557.jpg,8,11,873,186,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/0323fcfc.jpg,65,101,980,552,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/86a50202.jpg,26,17,457,128,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/024144e5.jpg,36,35,623,216,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/757ee48d.jpg,4,3,1039,301,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/f08d0573.jpg,4,11,1042,445,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/c84e4ce3.jpg,44,141,1021,490,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/0376d91d.jpg,23,10,672,190,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/265f2af8.jpg,24,124,840,364,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/8cbd15e5.jpg,10,53,1029,327,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/968aa714.jpg,84,11,652,383,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/fa0018fc.jpg,17,17,778,490,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/5c55f21a.jpg,7,9,1038,250,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/f3062391.jpg,10,11,851,279,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/6e3e6631.jpg,39,28,756,257,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/d1305334.jpg,382,285,650,385,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/207d12ff.jpg,220,184,857,457,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/05ef7149.jpg,5,7,803,165,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/2b508898.jpg,6,4,1040,294,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/cae9bf40.jpg,62,109,889,373,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/87db3957.jpg,186,201,849,466,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/c1c893e8.jpg,14,14,1028,148,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/49118d5c.jpg,110,230,740,358,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/03fbb4cb.jpg,13,16,1039,388,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/37d8cbb6.jpg,59,189,1010,427,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/c0a25e74.jpg,21,30,1028,282,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/921f211a.jpg,46,189,998,437,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/02d235f7.jpg,1,6,1044,345,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/00ec0dcd.jpg,14,12,1034,242,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/9d461f5d.jpg,43,40,1004,435,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/c160d37a.jpg,388,96,924,503,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/42b737be.jpg,8,10,1035,431,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/d510d70f.jpg,30,1,995,557,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/031c75ef.jpg,60,104,992,446,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/f4931f24.jpg,11,29,956,365,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/bb031f73.jpg,27,39,894,357,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/f6000e1a.jpg,6,14,1028,326,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/f3e3e22a.jpg,179,188,885,435,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/9f4d33db.jpg,20,68,1028,309,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/2b25f065.jpg,3,32,368,123,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/e049b484.jpg,15,80,1041,355,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/fdcc3b84.jpg,2,13,1041,226,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/05d87e8f.jpg,119,55,536,279,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/0528bc43.jpg,23,79,1034,335,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/73ad084c.jpg,27,179,974,338,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/a0a67a94.jpg,0,130,1046,497,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/a82f4331.jpg,1,9,1049,384,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/44da97ad.jpg,86,142,984,472,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/39d227e9.jpg,2,53,1032,682,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/86bf0251.jpg,24,13,1036,316,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/05293254.jpg,14,9,1032,298,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/8d31db67.jpg,13,200,1020,480,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/6a2bcbb1.jpg,23,84,841,364,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/6c5b7a1a.jpg,44,247,1013,449,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/9446b8d2.jpg,15,214,1026,345,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/39885be8.jpg,3,33,1041,354,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/5244c139.jpg,20,138,722,267,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/e79c7941.jpg,20,105,1019,388,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/068ddcd9.jpg,3,15,1037,255,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/1442f41d.jpg,19,13,652,276,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/a404abfd.jpg,24,10,1020,201,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/0edaba42.jpg,60,132,989,459,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/ce8509c7.jpg,11,116,1040,422,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/0037e7d3.jpg,49,223,878,464,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/48261810.jpg,60,108,924,484,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/7aa1ee70.jpg,11,10,1046,307,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/8f054a5b.jpg,1,0,667,405,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/05cc223e.jpg,41,172,935,432,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/9d3ed39f.jpg,10,12,1037,262,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/1fb7e4c9.jpg,3,11,1046,294,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/0360c040.jpg,3,5,1043,352,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/95ae6f54.jpg,35,59,1013,356,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/008809b5.jpg,9,17,1040,321,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/eef58014.jpg,18,63,1026,329,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/47ef9b09.jpg,11,41,1025,266,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/7498e803.jpg,57,114,944,430,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/4e37d286.jpg,16,22,1047,366,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/9d2cf6ab.jpg,10,5,703,281,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/55d2bfe3.jpg,3,14,238,86,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/bc5f0ddd.jpg,364,386,671,479,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/9c6bde8b.jpg,67,113,982,387,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/71883aec.jpg,8,34,705,188,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/9bb4bc42.jpg,13,107,1038,316,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/9669b919.jpg,114,68,675,333,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/04d2b8a3.jpg,27,102,787,376,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/02a783c8.jpg,1,17,1040,367,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/9d7c96c4.jpg,3,20,1044,450,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/432f627b.jpg,102,201,911,541,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/00eab0e6.jpg,39,74,623,297,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/bc32263b.jpg,34,55,997,392,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/06d7be52.jpg,35,159,937,454,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/29a2d6f7.jpg,218,370,828,540,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/fd179440.jpg,6,16,1039,261,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/2f28fb00.jpg,8,94,1033,465,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/90049c97.jpg,5,5,1044,282,whale
E:\Projects_2TB\2018_12_Whale_Identification/input/playground/train/0162c72f.jpg,9,12,1039,343,whale
